id,Regdex,Natdex,Pokemon,Type,Type2,NatdexSimp,PokemonImgLink,PokedexEntry
715,#114Mo,#715,Noivern,Flying,Dragon,715,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/715.png?raw=true,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.
716,#148Mo,#716,Xerneas,Fairy,Fairy,716,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/716.png?raw=true,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
717,#149Mo,#717,Yveltal,Dark,Flying,717,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/717.png?raw=true,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,#150Mo,#718,Zygarde,Dragon,Ground,718,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/718.png?raw=true,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.
719,#151Ce,#719,Diancie,Rock,Fairy,719,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/719.png?raw=true,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,#152Ce,#720,Hoopa,Psychic,Ghost,720,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/720.png?raw=true,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form."
721,#153Ce,#721,Volcanion,Fire,Water,721,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/721.png?raw=true,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
722,#001,#722,Rowlet,Grass,Flying,722,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/722.png?raw=true,"During the day, it builds up energy via photosynthesis. At night, it flies silently through the sky, on the prowl for prey."
723,#002,#723,Dartrix,Grass,Flying,723,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/723.png?raw=true,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you."
724,#003,#724,Decidueye,Grass,Ghost,724,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/724.png?raw=true,"Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye."
725,#004,#725,Litten,Fire,Fire,725,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/725.png?raw=true,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,#005,#726,Torracat,Fire,Fire,726,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/726.png?raw=true,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches."
727,#006,#727,Incineroar,Fire,Dark,727,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/727.png?raw=true,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
728,#007,#728,Popplio,Water,Water,728,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/728.png?raw=true,The balloons it inflates with its nose grow larger and larger as it practices day by day.
729,#008,#729,Brionne,Water,Water,729,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/729.png?raw=true,It attacks by smacking its enemies with the exploding water balloons that it creates.
730,#009,#730,Primarina,Water,Fairy,730,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/730.png?raw=true,"Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song."
731,#010,#731,Pikipek,Normal,Flying,731,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/731.png?raw=true,"It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!"
732,#011,#732,Trumbeak,Normal,Flying,732,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/732.png?raw=true,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants."
733,#012,#733,Toucannon,Normal,Flying,733,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/733.png?raw=true,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.
734,#013,#734,Yungoos,Normal,Normal,734,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/734.png?raw=true,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot."
735,#014,#735,Gumshoos,Normal,Normal,735,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/735.png?raw=true,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,#027,#736,Grubbin,Bug,Bug,736,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/736.png?raw=true,"If you find its nest, you shouldn’t stick your hand inside. You’ll get bitten by an irritated Grubbin."
737,#028,#737,Charjabug,Bug,Electric,737,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/737.png?raw=true,Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.
738,#029,#738,Vikavolt,Bug,Electric,738,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/738.png?raw=true,Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack.
739,#059,#739,Crabrawler,Fighting,Fighting,739,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/739.png?raw=true,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,#060,#740,Crabominable,Fighting,Ice,740,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/740.png?raw=true,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
741,#082,#741,Oricorio,Fire,Flying,741,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/741.png?raw=true,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry."
742,#083,#742,Cutiefly,Bug,Fairy,742,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/742.png?raw=true,Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes’ movements and make fools of them.
743,#084,#743,Ribombee,Bug,Fairy,743,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/743.png?raw=true,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.
744,#103,#744,Rockruff,Rock,Rock,744,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/744.png?raw=true,"As they develop, their disposition grows more violent and aggressive. Many Trainers find them too much to handle and abandon them."
745,#104,#745,Lycanroc,Rock,Rock,745,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/745.png?raw=true,"When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer."
746,#110,#746,Wishiwashi,Water,Water,746,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/746.png?raw=true,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents."
747,#113,#747,Mareanie,Poison,Water,747,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/747.png?raw=true,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.
748,#114,#748,Toxapex,Poison,Water,748,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/748.png?raw=true,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
749,#132,#749,Mudbray,Ground,Ground,749,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/749.png?raw=true,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine."
750,#133,#750,Mudsdale,Ground,Ground,750,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/750.png?raw=true,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat."
751,#141,#751,Dewpider,Water,Bug,751,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/751.png?raw=true,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head."
752,#142,#752,Araquanid,Water,Bug,752,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/752.png?raw=true,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food."
753,#143,#753,Fomantis,Grass,Grass,753,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/753.png?raw=true,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.
754,#144,#754,Lurantis,Grass,Grass,754,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/754.png?raw=true,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,#145,#755,Morelull,Grass,Fairy,755,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/755.png?raw=true,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
756,#146,#756,Shiinotic,Grass,Fairy,756,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/756.png?raw=true,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,#161,#757,Salandit,Poison,Fire,757,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/757.png?raw=true,"The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve."
758,#162,#758,Salazzle,Poison,Fire,758,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/758.png?raw=true,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes."
759,#169,#759,Stufful,Normal,Fighting,759,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/759.png?raw=true,"Stufful hates to be hugged or touched in any way. It will squirm, thrash, and resist with amazing power."
760,#170,#760,Bewear,Normal,Fighting,760,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/760.png?raw=true,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.
761,#171,#761,Bounsweet,Grass,Grass,761,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/761.png?raw=true,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
762,#172,#762,Steenee,Grass,Grass,762,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/762.png?raw=true,"It bounces around, swinging the sepals on its head with abandon. They’re quite painful when they smack you!"
763,#173,#763,Tsareena,Grass,Grass,763,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/763.png?raw=true,"A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow."
764,#174,#764,Comfey,Fairy,Fairy,764,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/764.png?raw=true,"It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy."
765,#176,#765,Oranguru,Normal,Psychic,765,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/765.png?raw=true,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking."
766,#177,#766,Passimian,Fighting,Fighting,766,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/766.png?raw=true,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.
767,#182,#767,Wimpod,Bug,Water,767,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/767.png?raw=true,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence."
768,#183,#768,Golisopod,Bug,Water,768,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/768.png?raw=true,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.
769,#186,#769,Sandygast,Ghost,Ground,769,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/769.png?raw=true,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.
770,#187,#770,Palossand,Ghost,Ground,770,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/770.png?raw=true,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.
771,#200,#771,Pyukumuku,Water,Water,771,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/771.png?raw=true,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.
772,#203,#772,Type: Null,Normal,Normal,772,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/772.png?raw=true,"A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen."
773,#204,#773,Silvally,Normal,Normal,773,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/773.png?raw=true,"Through the bond it formed with its Trainer, its will was strengthened, and it was able to destroy its control mask."
774,#213,#774,Minior,Rock,Flying,774,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/774.png?raw=true,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,#222,#775,Komala,Normal,Normal,775,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/775.png?raw=true,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,#224,#776,Turtonator,Fire,Dragon,776,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/776.png?raw=true,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
777,#225,#777,Togedemaru,Electric,Steel,777,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/777.png?raw=true,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.
778,#242,#778,Mimikyu,Ghost,Fairy,778,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/778.png?raw=true,"Although it’s a quiet, lonely Pokémon, if you try to look at what’s under its rag, it will become agitated and resist violently."
779,#243,#779,Bruxish,Water,Psychic,779,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/779.png?raw=true,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder’s shell is no match for it.
780,#244,#780,Drampa,Normal,Dragon,780,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/780.png?raw=true,"If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground."
781,#263,#781,Dhelmise,Ghost,Grass,781,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/781.png?raw=true,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force."
782,#271,#782,Jangmo-o,Dragon,Dragon,782,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/782.png?raw=true,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.
783,#272,#783,Hakamo-o,Dragon,Fighting,783,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/783.png?raw=true,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
784,#273,#784,Kommo-o,Dragon,Fighting,784,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/784.png?raw=true,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
785,#285,#785,Tapu Koko,Electric,Fairy,785,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/785.png?raw=true,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack."
786,#286,#786,Tapu Lele,Psychic,Fairy,786,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/786.png?raw=true,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
787,#287,#787,Tapu Bulu,Grass,Fairy,787,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/787.png?raw=true,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,#288,#788,Tapu Fini,Water,Fairy,788,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/788.png?raw=true,"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini."
789,#289,#789,Cosmog,Psychic,Psychic,789,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/789.png?raw=true,"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away."
790,#290,#790,Cosmoem,Psychic,Psychic,790,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/790.png?raw=true,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,#291,#791,Solgaleo,Psychic,Steel,791,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/791.png?raw=true,"In writings from the distant past, it’s called by the name “the beast that devours the sun.”"
792,#292,#792,Lunala,Psychic,Ghost,792,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/792.png?raw=true,It sometimes summons unknown powers and life-forms here to this world from holes that lead to other worlds.
793,#293,#793,Nihilego,Rock,Poison,793,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/793.png?raw=true,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,#294,#794,Buzzwole,Bug,Fighting,794,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/794.png?raw=true,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
795,#295,#795,Pheromosa,Bug,Fighting,795,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/795.png?raw=true,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world."
796,#296,#796,Xurkitree,Electric,Electric,796,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/796.png?raw=true,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,#297,#797,Celesteela,Steel,Flying,797,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/797.png?raw=true,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
798,#298,#798,Kartana,Grass,Steel,798,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/798.png?raw=true,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade."
799,#299,#799,Guzzlord,Dark,Dragon,799,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/799.png?raw=true,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,#300,#800,Necrozma,Psychic,Psychic,800,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/800.png?raw=true,"It survives by absorbing light. After a long time spent slumbering underground, impurities accumulated within it, causing its body to darken."
801,#301,#801,Magearna,Steel,Fairy,801,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/801.png?raw=true,"Its mechanized body is merely a vessel. Its true self is its Soul-Heart, an artificial soul."
802,#302,#802,Marshadow,Fighting,Ghost,802,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/802.png?raw=true,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,#261,#803,Poipole,Poison,Poison,803,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/803.png?raw=true,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head."
804,#262,#804,Naganadel,Poison,Dragon,804,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/804.png?raw=true,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,#392,#805,Stakataka,Rock,Steel,805,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/805.png?raw=true,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast."
806,#393,#806,Blacephalon,Fire,Ghost,806,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/806.png?raw=true,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality."
807,#403,#807,Zeraora,Electric,Electric,807,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/807.png?raw=true,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,#---,#808,Meltan,Steel,Steel,808,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/808.png?raw=true,It dissolves and eats metal. Circulating liquid metal within its body is how it generates energy.
809,#---,#809,Melmetal,Steel,Steel,809,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/809.png?raw=true,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,#001,#810,Grookey,Grass,Grass,810,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/810.png?raw=true,"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped."
811,#002,#811,Thwackey,Grass,Grass,811,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/811.png?raw=true,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,#003,#812,Rillaboom,Grass,Grass,812,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/812.png?raw=true,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,#004,#813,Scorbunny,Fire,Fire,813,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/813.png?raw=true,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,#005,#814,Raboot,Fire,Fire,814,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/814.png?raw=true,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork."
815,#006,#815,Cinderace,Fire,Fire,815,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/815.png?raw=true,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,#007,#816,Sobble,Water,Water,816,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/816.png?raw=true,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,#008,#817,Drizzile,Water,Water,817,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/817.png?raw=true,"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere."
818,#009,#818,Inteleon,Water,Water,818,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/818.png?raw=true,Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.
819,#024,#819,Skwovet,Normal,Normal,819,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/819.png?raw=true,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,#025,#820,Greedent,Normal,Normal,820,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/820.png?raw=true,"Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells."
821,#021,#821,Rookidee,Flying,Flying,821,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/821.png?raw=true,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,#022,#822,Corvisquire,Flying,Flying,822,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/822.png?raw=true,The lessons of many harsh battles have taught it how to accurately judge an opponent’s strength.
823,#023,#823,Corviknight,Flying,Steel,823,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/823.png?raw=true,"With their great intellect and flying skills, these Pokémon very successfully act as the Galar region’s airborne taxi service."
824,#010,#824,Blipbug,Bug,Bug,824,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/824.png?raw=true,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,#011,#825,Dottler,Bug,Psychic,825,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/825.png?raw=true,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,#012,#826,Orbeetle,Bug,Psychic,826,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/826.png?raw=true,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,#029,#827,Nickit,Dark,Dark,827,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/827.png?raw=true,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,#030,#828,Thievul,Dark,Dark,828,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/828.png?raw=true,"With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy."
829,#126,#829,Gossifleur,Grass,Grass,829,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/829.png?raw=true,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,#127,#830,Eldegoss,Grass,Grass,830,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/830.png?raw=true,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty."
831,#034,#831,Wooloo,Normal,Normal,831,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/831.png?raw=true,"If its fleece grows too long, Wooloo won’t be able to move. Cloth made with the wool of this Pokémon is surprisingly strong."
832,#035,#832,Dubwool,Normal,Normal,832,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/832.png?raw=true,Its majestic horns are meant only to impress the opposite gender. They never see use in battle.
833,#042,#833,Chewtle,Water,Water,833,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/833.png?raw=true,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,#043,#834,Drednaw,Water,Rock,834,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/834.png?raw=true,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,#046,#835,Yamper,Electric,Electric,835,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/835.png?raw=true,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
